Motor_Current_A,Oil_Temperature_C,Line_Pressure_bar,Filter_DeltaP_bar,Vibration_RMS_mm_s,Running_Hours,Status,Label,Reason
68.79,100.41,2.87,0.336,4.56,2339.9,Warning,1,Multiple parameters in warning range
38.2,59.52,3.09,0.132,5.12,1748.3,Warning,1,Vibration in warning range (4-7 mm/s)
67,69.61,3.12,0.057,3.89,820.1,Warning,1,Motor current in warning range (60-70A)
36.62,90.6,2.68,0.148,1.65,713.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
53.74,88.91,3.17,0.061,3.22,1391,Normal,0,None
65.17,103,3.25,0.298,3.66,2087.4,Warning,1,Multiple parameters in warning range
56.1,80.78,2.86,0.453,1.31,893.8,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
68.07,106.83,3.4,0.543,4.05,2018.8,Critical,2,Filter choking (High temperature + High ΔP)
27.05,83.19,2.86,0.436,0.86,1174.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
62.87,63.35,3.18,0.185,3.97,1705.4,Warning,1,Motor current in warning range (60-70A)
25.69,72.86,3.18,0.026,3.6,1478.3,Normal,0,None
48.49,71.95,2.82,0.486,0.54,947.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
58.2,61.8,2.97,0.173,4.22,1061.8,Normal,0,None
35.77,79.82,3.62,0.073,2.24,2185.7,Critical,2,Line pressure critically high (>3.6 bar)
35.91,76.87,2.86,0.173,2.06,1442.8,Normal,0,None
59.45,77.39,2.64,0.191,3.5,1832.9,Warning,1,Line pressure low warning (2.4-2.8 bar)
57.69,62.57,3.56,0.175,1.12,86.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
50.35,68.33,3.09,0.188,1.95,222.2,Normal,0,None
50.72,71.69,3.13,0.381,2.29,1144,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
54.63,93.11,2.61,0.167,5.19,2229.9,Warning,1,Multiple parameters in warning range
48.9,76.77,2.9,0.284,2.63,2868.5,Warning,1,Service interval warning (2000-3000 hrs)
56.43,81.53,2.82,0.383,1.15,1019.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
25.58,76.11,3.44,0.076,3.1,1560.4,Warning,1,Line pressure high warning (3.2-3.6 bar)
48.6,82.49,3.24,0.156,0.4,1330.8,Normal,0,None
58.89,71.05,3.09,0.139,5.5,613.2,Warning,1,Vibration in warning range (4-7 mm/s)
55.94,78.12,2.89,0.113,0.98,1376.8,Normal,0,None
51.49,77.6,3.08,0.141,0.28,780.9,Normal,0,None
43.56,82.58,2.84,0.084,2.87,1274.8,Normal,0,None
25.65,71.72,3.19,0.207,2.22,1120.9,Normal,0,None
45.24,78.27,2.83,0.176,1.32,1303.6,Normal,0,None
28.42,97.76,3.11,0.17,2.96,1261.9,Warning,1,Oil temperature in warning range (90-105°C)
42.47,77.47,3,0.069,2.09,472.8,Normal,0,None
66.68,81.21,2.29,0.285,0.26,750.9,Critical,2,Air leak/Airend wear (High current + Low pressure)
51,70.7,3.07,0.162,2.63,1904.8,Normal,0,None
46.88,63.87,2.94,0.103,0.55,325.9,Normal,0,None
71.77,99.58,2.12,0.407,1.52,1137.9,Critical,2,Air leak/Airend wear (High current + Low pressure)
28.78,103.08,2.67,0.424,5.75,4491.6,Critical,2,Service critical (>3000 hrs) - Service required
26.99,105.16,3.03,0.604,4.29,2624.9,Critical,2,Filter choking (High temperature + High ΔP)
58.7,71.59,2.99,0.144,0.76,728.6,Normal,0,None
68.28,76.61,2.9,0.155,1.8,400.8,Warning,1,Motor current in warning range (60-70A)
62.79,85.95,3.14,0.179,1.24,1881.4,Warning,1,Motor current in warning range (60-70A)
45.87,82.47,3,0.319,3.52,1390.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
31.99,60.82,3.07,0.033,2.14,1474,Normal,0,None
59.68,82.53,3.09,0.049,0.62,1384.9,Normal,0,None
41.95,69.5,2.85,0.301,1.03,1021.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
63.88,78.41,3.11,0.052,3.31,622.3,Warning,1,Motor current in warning range (60-70A)
58.49,88.2,2.96,0.189,2.29,1362.5,Normal,0,None
32.23,70.13,3.07,0.048,3.34,595.7,Normal,0,None
38.35,70.41,3.03,0.137,0.34,155.6,Normal,0,None
56.74,84.38,2.61,0.105,0.17,1738.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
67.39,100.31,2.58,0.345,8.37,136.7,Critical,2,Vibration critical (>7 mm/s)
66.3,84.23,2.86,0.024,2.12,1622.9,Warning,1,Motor current in warning range (60-70A)
42.31,78.81,3.19,0.129,2.13,1361.4,Normal,0,None
37.63,88.41,2.68,0.047,3.36,490.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.91,66,3.45,0.165,2.77,342.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
44.64,59.64,2.92,0.271,3.84,2502.6,Warning,1,Service interval warning (2000-3000 hrs)
38.03,69.35,3.14,0.31,1.87,1296.6,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
64.57,83.95,3.14,0.073,2.91,1167,Warning,1,Motor current in warning range (60-70A)
31.32,69.77,3.15,0.124,0.81,401.6,Normal,0,None
41.31,87.39,3.16,0.163,3.43,133.7,Normal,0,None
32.11,60.17,2.7,0.063,1.67,1853.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
68.15,60.64,3.19,0.176,1.71,22.6,Warning,1,Motor current in warning range (60-70A)
37.12,103.64,2.03,0.042,2.74,1800.9,Critical,2,Line pressure critically low (<2.4 bar)
55.67,67.16,2.51,0.102,1.22,636.6,Warning,1,Line pressure low warning (2.4-2.8 bar)
59.35,83.93,2.85,0.181,3.32,780.3,Normal,0,None
36.84,84.78,2.98,0.199,2.95,1872.3,Normal,0,None
64.08,94.86,2.76,0.256,3.65,1835.7,Warning,1,Multiple parameters in warning range
45.13,76.13,2.96,0.162,1.01,1357,Normal,0,None
30.39,91.27,3.03,0.5,8.53,1820.5,Critical,2,Vibration critical (>7 mm/s)
50.28,71.75,2.96,0.081,0.93,1626.1,Normal,0,None
44.92,74.91,3.79,0.294,5.54,1156.4,Critical,2,Line pressure critically high (>3.6 bar)
44.83,88.59,3.08,0.28,3.27,2609.9,Warning,1,Service interval warning (2000-3000 hrs)
49.83,62.65,2.85,0.174,1.92,1386.9,Normal,0,None
38.51,77.99,3.44,0.059,2.87,795,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.63,67.02,2.94,0.117,4.52,2424.9,Warning,1,Service interval warning (2000-3000 hrs)
32.26,86.96,3.04,0.151,0.16,303,Normal,0,None
40.22,82.85,3.16,0.131,0.72,260.8,Normal,0,None
32.19,61.13,3,0.035,5.67,956.6,Warning,1,Vibration in warning range (4-7 mm/s)
49.12,68.08,3.03,0.389,0.22,726.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
40.35,82.02,3.2,0.101,3.72,1008.5,Normal,0,None
49.25,73.62,3.08,0.144,5.02,1491.7,Warning,1,Vibration in warning range (4-7 mm/s)
66.25,81.77,3.04,0.173,2,1780.9,Warning,1,Motor current in warning range (60-70A)
33.44,80.48,3.58,0.1,1,990.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
57.59,82.02,3.13,0.125,4.75,59.7,Warning,1,Vibration in warning range (4-7 mm/s)
50.94,90.74,2.93,0.206,2.02,451,Warning,1,Oil temperature in warning range (90-105°C)
54.82,76.92,3.11,0.021,3.85,1054.8,Normal,0,None
28.28,77.45,2.84,0.176,0.73,458.3,Normal,0,None
48.71,97.33,3.07,0.173,0.02,133.6,Warning,1,Oil temperature in warning range (90-105°C)
50.44,81.95,2.91,0.079,1.16,701.6,Normal,0,None
36.64,67.63,3.11,0.129,5.52,1716.6,Warning,1,Vibration in warning range (4-7 mm/s)
25.37,86.12,2.93,0.13,4.36,2770.1,Warning,1,Service interval warning (2000-3000 hrs)
67.95,75.66,2.61,0.444,7.99,993.6,Critical,2,Bearing/Alignment issue (High current + High vibration)
58.07,84.84,3.06,0.19,3.43,2014.5,Warning,1,Multiple parameters in warning range
37.55,73.15,2.64,0.073,1.63,487.2,Warning,1,Line pressure low warning (2.4-2.8 bar)
42.67,67.8,2.83,0.148,2.02,1868.4,Normal,0,None
39.02,80.41,2.87,0.06,1.92,137.3,Normal,0,None
46.94,74.82,2.88,0,4.28,189.2,Warning,1,Vibration in warning range (4-7 mm/s)
56.38,103.35,3.42,0.238,5.52,1862,Warning,1,Multiple parameters in warning range
62.34,88.96,3.06,0.175,1.68,967.5,Warning,1,Motor current in warning range (60-70A)
55.46,65.71,3.35,0.072,1.32,120.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
60.15,101.78,3.28,0.319,5.31,2166.1,Warning,1,Multiple parameters in warning range
58.28,90.96,3.49,0.36,3.9,2282.3,Warning,1,Multiple parameters in warning range
47.47,62.56,2.89,0.01,1.18,170.9,Normal,0,None
54.45,82.35,2.93,0.041,1.17,1971.7,Normal,0,None
26.59,83.13,2.99,0.113,0.34,893.4,Normal,0,None
29.07,77.51,3.05,0.274,4.17,2416.1,Warning,1,Service interval warning (2000-3000 hrs)
5.44,77.34,2.88,0.21,2.16,1825.1,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
70.01,60.79,3.6,0.298,2.16,1844.5,Critical,2,Line pressure critically high (>3.6 bar)
73.22,77.61,2.27,0.133,2.95,1910.7,Critical,2,Air leak/Airend wear (High current + Low pressure)
36.95,80.35,3.6,0.002,0.23,565.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
29.52,77.87,3.13,0.177,2.88,1708.5,Normal,0,None
63.18,94.68,2.81,0.229,4.63,1818,Warning,1,Multiple parameters in warning range
51.96,65.26,3.12,0.174,1.76,521.3,Normal,0,None
54.63,64.82,3.11,0.178,3.75,1792.1,Normal,0,None
45.57,80.57,2.9,0.419,0.95,1839,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.36,68.19,2.9,0.58,1.43,586.2,Critical,2,Filter choked (ΔP >0.5 bar)
34.66,82.02,2.5,0.153,7.33,2753.2,Critical,2,Vibration critical (>7 mm/s)
63.87,90.42,2.78,0.343,2.83,1907.3,Warning,1,Multiple parameters in warning range
58.86,62.98,2.87,0.102,3.29,1101.9,Normal,0,None
41.57,62.76,3.01,0.323,2.41,1198.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
71.16,79.45,2.95,0.032,5.95,925.3,Critical,2,Motor current critical (>70A)
33.6,67.81,3.13,0.175,0.56,1367,Normal,0,None
50.73,85.37,2.59,0.163,1.56,1696,Warning,1,Line pressure low warning (2.4-2.8 bar)
49.3,86.29,3.43,0.015,1.11,1175.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.57,61.77,2.82,0.146,2.17,761.7,Normal,0,None
51.36,65.33,2.99,0.042,2.03,513.2,Normal,0,None
27.39,78.06,2.81,0.197,1.41,377.9,Normal,0,None
69.67,83.93,2.62,0.449,5.75,314.2,Critical,2,Motor current critical (>70A)
37.12,62.98,2.86,0.342,2.12,1762.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
56.5,70.6,2.81,0.034,0.39,1122.1,Warning,1,Line pressure low warning (2.4-2.8 bar)
27.35,82.59,2.94,0.065,4.53,1502.7,Warning,1,Vibration in warning range (4-7 mm/s)
42.65,68.76,3.17,0.027,0.75,1906.6,Normal,0,None
56.01,69.28,3.11,0.312,0.2,1462.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
71.84,63.85,2.4,0.236,6.86,1014.7,Critical,2,Air leak/Airend wear (High current + Low pressure)
72.41,103.78,1.96,0.406,6.75,383.7,Critical,2,Air leak/Airend wear (High current + Low pressure)
38.76,61.4,2.83,0.045,3.48,117,Normal,0,None
32.45,78.19,3.04,0.109,3.57,1030.4,Normal,0,None
56.14,87.59,2.94,0.029,1.47,537.5,Normal,0,None
31.65,71.03,3.02,0.002,4.04,1906.5,Warning,1,Vibration in warning range (4-7 mm/s)
54.49,87.18,3.05,0.185,2.79,1856,Normal,0,None
47.92,79.93,2.83,0.126,4.86,2166.7,Warning,1,Service interval warning (2000-3000 hrs)
36.05,98.27,3.06,0.295,0.16,1673,Warning,1,Oil temperature in warning range (90-105°C)
26.79,68.09,3.58,0.054,1.44,721.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
60.54,98.49,3.48,0.28,5.39,1824.6,Warning,1,Multiple parameters in warning range
27.77,68.75,2.83,0.286,2.7,724,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
28.67,84.2,3.16,0.19,1.57,1608.6,Normal,0,None
29.07,66.93,2.95,0.069,6.2,362.5,Warning,1,Vibration in warning range (4-7 mm/s)
39.6,82.36,2.89,0.112,3.48,1959.1,Normal,0,None
71.07,92.98,2.65,0.385,8.22,1655,Critical,2,Bearing/Alignment issue (High current + High vibration)
41.55,71.92,3.11,0.164,3.6,334.4,Normal,0,None
44.39,102.32,2.61,0.337,6.14,3326.2,Critical,2,Service critical (>3000 hrs) - Service required
65.34,61.67,3.2,0.156,0.94,64.6,Warning,1,Motor current in warning range (60-70A)
31.7,73.52,3.05,0.136,4.2,2455.9,Warning,1,Service interval warning (2000-3000 hrs)
56.68,97.39,2.93,0.3,4.66,2493.3,Warning,1,Multiple parameters in warning range
38.91,65.48,2.88,0.078,0,318.1,Normal,0,None
27.31,64.86,3.35,0.395,5.07,4539.2,Critical,2,Service critical (>3000 hrs) - Service required
27.63,71.79,3.41,0.166,3.17,1135.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
42.69,68.74,2.94,0,0.28,616.3,Normal,0,None
32.14,78.15,2.82,0.026,0.27,1425.7,Normal,0,None
52.76,94.22,2.88,0.224,1.92,1507.8,Warning,1,Oil temperature in warning range (90-105°C)
55.45,82.25,3.03,0.191,2.94,1669.6,Normal,0,None
52.59,62.48,2.88,0,3.19,1535.3,Normal,0,None
53.89,78.93,3,0.043,2.26,1185.8,Normal,0,None
33.93,77.6,2.59,0.1,0.33,950,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.29,85.93,3.11,0.293,2.35,679.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
62.5,99.81,2.82,0.591,6.44,360.7,Critical,2,Filter choking (High temperature + High ΔP)
51.47,69,2.99,0.016,3.55,1272.6,Normal,0,None
64.44,74.61,3.09,0.024,0.09,573.6,Warning,1,Motor current in warning range (60-70A)
27.64,73.16,2.79,0,3.21,670.6,Normal,0,None
26.28,66.42,3.12,0.052,2.66,245.7,Normal,0,None
53.45,86.1,2.88,0.187,0.57,1005.9,Normal,0,None
56.01,84.61,2.91,0.179,0.26,1775.7,Normal,0,None
61.49,88.79,3.33,0.18,3.5,1535.3,Warning,1,Multiple parameters in warning range
53.52,70.55,2.96,0.081,2.3,410.5,Normal,0,None
26.18,80.49,2.83,0.146,1.7,1777.1,Normal,0,None
35.89,65.73,2.9,0.141,0.64,699.2,Normal,0,None
44.6,76.75,3.09,0.178,1.47,431.4,Normal,0,None
29.98,75.03,3.04,0.028,2.86,987.6,Normal,0,None
54.42,90.7,2.88,0.255,0.11,1486.9,Warning,1,Oil temperature in warning range (90-105°C)
62.92,66.66,3.14,0.18,2.31,70.8,Warning,1,Motor current in warning range (60-70A)
61.83,70.94,3.08,0.153,4.06,616.4,Warning,1,Motor current in warning range (60-70A)
57.6,93.69,2.86,0.313,4.73,1550.7,Warning,1,Multiple parameters in warning range
49.94,66.76,2.66,0.057,1.82,1315.8,Warning,1,Line pressure low warning (2.4-2.8 bar)
60.59,81.6,2.91,0.755,1.99,1460.6,Critical,2,Filter choked (ΔP >0.5 bar)
48.81,61.46,3.53,0.181,2.2,1594.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
67.34,98.19,3.18,0.248,7.76,2339.8,Critical,2,Bearing/Alignment issue (High current + High vibration)
48.71,85.63,2.94,0.178,3.95,2573.1,Warning,1,Service interval warning (2000-3000 hrs)
41.11,79.82,3.07,0.283,7.16,345.6,Critical,2,Vibration critical (>7 mm/s)
54.2,78.16,3.2,0.142,0.28,410.9,Normal,0,None
55,66.8,3.04,0.048,3.44,1435.6,Normal,0,None
46.84,83.62,2.89,0.73,1.2,601.5,Critical,2,Filter choked (ΔP >0.5 bar)
63.53,71.34,2.97,0.104,3.05,1051.2,Warning,1,Motor current in warning range (60-70A)
7.76,63,2.74,0.127,1.38,1241.9,Critical,2,Motor current fault (<10A) - Belt/coupling/unload fault
48.28,86.21,3.15,0.022,2.74,1760.3,Normal,0,None
39.73,83.5,2.89,0.095,2.85,649.3,Normal,0,None
71.98,74.64,3.22,0.231,1.35,2048.8,Critical,2,Motor current critical (>70A)
45.15,75.51,2.88,0.075,5.46,248.3,Warning,1,Vibration in warning range (4-7 mm/s)
32.39,66.66,3.38,0.097,1.9,138.1,Warning,1,Line pressure high warning (3.2-3.6 bar)
30.84,61.57,2.9,0.182,2.91,1186.8,Normal,0,None
53.93,81.72,2.85,0.07,0.84,611.8,Normal,0,None
25.36,88.38,3.3,0.159,0.47,480.8,Warning,1,Line pressure high warning (3.2-3.6 bar)
67.65,70.21,2.99,0.074,2.57,1096,Warning,1,Motor current in warning range (60-70A)
59.99,74.94,2.9,0.13,2.75,1787.5,Warning,1,Motor current in warning range (60-70A)
68.72,95.31,3.74,0.047,4.25,1432.6,Critical,2,Line pressure critically high (>3.6 bar)
38.04,60.02,2.9,0.146,1.4,495.5,Normal,0,None
60.36,89.77,3.04,0.17,3.21,1992.4,Warning,1,Multiple parameters in warning range
39.61,83.03,3,0.391,4.36,4601.1,Critical,2,Service critical (>3000 hrs) - Service required
32.33,64.41,3.01,0.07,4.04,1533.8,Normal,0,None
70.84,87.7,2.13,0.381,0.82,2656.9,Critical,2,Air leak/Airend wear (High current + Low pressure)
30.59,63.81,2.9,0.115,2.53,2354.2,Warning,1,Service interval warning (2000-3000 hrs)
48.9,77.79,2.93,0.143,0.66,1066.8,Normal,0,None
30.06,65.59,2.83,0.126,1.69,425.3,Normal,0,None
57.49,73.28,3.12,0.038,0.35,606.9,Normal,0,None
66.97,90.32,3.15,0.092,1.05,391.5,Warning,1,Motor current in warning range (60-70A)
59.77,76.48,2.85,0.125,3.32,1767.2,Warning,1,Motor current in warning range (60-70A)
30.3,62.92,3.09,0.197,2.19,843.8,Normal,0,None
31.31,83.85,3.01,0.313,0,1738.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
26.47,71.83,3.41,0.129,3.43,350.9,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.82,78.47,3.74,0.193,6.7,1840.8,Critical,2,Line pressure critically high (>3.6 bar)
30.74,70.65,2.96,0.036,1.67,656.6,Normal,0,None
61.19,83.27,3.09,0.109,2.44,598.7,Warning,1,Motor current in warning range (60-70A)
69.27,72.18,2.86,0.115,3.58,65.6,Warning,1,Motor current in warning range (60-70A)
53.52,81.11,3.13,0.087,0.78,1676.2,Normal,0,None
50.36,69.1,3.04,0.086,0.25,53.2,Normal,0,None
28.71,64.14,2.81,0.12,4.99,8.9,Warning,1,Vibration in warning range (4-7 mm/s)
55.43,66.59,3.11,0.077,0.72,1106.7,Normal,0,None
29.74,75.97,2.94,0.385,0.37,775.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
38.25,62.51,2.86,0.114,1.64,1550.7,Normal,0,None
58.7,105.65,3.14,0.276,2.86,357.9,Warning,1,Oil temperature in warning range (90-105°C)
31.44,84.09,3.23,0.016,1.43,1457.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
41.39,102.01,3.31,0.761,2.52,1545.8,Critical,2,Filter choking (High temperature + High ΔP)
59.64,81.65,3.74,0.137,2.37,390.7,Critical,2,Line pressure critically high (>3.6 bar)
45.22,62.72,2.83,0.214,2.76,1378.7,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
36.89,73.32,3.21,0.119,1.28,1946,Warning,1,Line pressure high warning (3.2-3.6 bar)
43.11,87.49,3.21,0.135,3.06,2199.1,Warning,1,Service interval warning (2000-3000 hrs)
30.21,77.66,2.93,0.033,2.41,1665.3,Normal,0,None
53.84,84.25,3.23,0.154,2.71,320.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
63.42,84.38,3.1,0.111,2.21,688.2,Warning,1,Motor current in warning range (60-70A)
35.45,81.01,3.07,0.262,2.61,2366.2,Warning,1,Service interval warning (2000-3000 hrs)
44.52,59.72,3.03,0.298,0.6,1666.4,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
33.72,66.99,3.1,0.205,0.8,1027.7,Normal,0,None
36.76,83.68,2.77,0.126,2.55,1113.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
47.68,71.77,3.1,0.067,1.66,679.2,Normal,0,None
60.62,64.28,2.53,0.149,3.8,124.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
41.83,70.72,3.08,0.072,2.82,671.9,Normal,0,None
44.89,65,2.84,0.144,2.74,416.3,Normal,0,None
56.68,61.38,2.98,0.198,0.29,136.3,Normal,0,None
26.96,101.52,3.2,0.247,9.82,1326.9,Critical,2,Vibration critical (>7 mm/s)
67.31,76.79,3.07,0.146,3.89,1615.2,Warning,1,Motor current in warning range (60-70A)
50.15,82.11,3.4,0.115,3.94,1892.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
41.22,82.55,2.72,0.162,0.71,864.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
33.38,101.62,3.19,0.185,4.01,1379,Warning,1,Oil temperature in warning range (90-105°C)
59.01,83.38,2.55,0.15,3.92,839.4,Warning,1,Line pressure low warning (2.4-2.8 bar)
55.2,73.13,2.79,0.521,5.43,3373.6,Critical,2,Service critical (>3000 hrs) - Service required
26.6,72.77,2.98,0.156,3.6,1435.6,Normal,0,None
53.39,64.78,2.89,0.171,1.73,1164.2,Normal,0,None
46.66,86.93,2.2,0.231,5.32,2045.4,Critical,2,Line pressure critically low (<2.4 bar)
35.6,71.46,3.11,0.105,3.07,473.7,Normal,0,None
41.03,78.74,3.12,0,0.95,1263.1,Normal,0,None
68.48,84.01,2.9,0.122,0.13,1692.1,Warning,1,Motor current in warning range (60-70A)
34.1,74.3,3.11,0.438,2.86,397.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
42.31,92.05,2.82,0.291,3.07,908.3,Warning,1,Oil temperature in warning range (90-105°C)
30.29,58.63,3.03,0.083,3.92,1429,Normal,0,None
68.96,104.64,2.33,0.393,1.5,22.3,Critical,2,Air leak/Airend wear (High current + Low pressure)
41.88,74.45,3.13,0.474,2.04,653.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
67.55,91.36,3.25,0.272,5.84,2152.8,Warning,1,Multiple parameters in warning range
30.58,79.03,3.24,0.037,1.79,196.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
55.45,82.42,3.02,0.11,4.75,2023.8,Warning,1,Service interval warning (2000-3000 hrs)
58.54,85.17,2.86,0.225,1.97,2530.2,Warning,1,Service interval warning (2000-3000 hrs)
52.98,89.95,3.02,0.003,1.23,152.1,Normal,0,None
70.36,86.81,1.84,0.395,4.65,2770.3,Critical,2,Air leak/Airend wear (High current + Low pressure)
47.71,70.54,3.13,0.049,1.46,78.9,Normal,0,None
48.9,63.45,3.06,0.422,1.42,1602.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
48.89,61.41,3.61,0.165,3.19,1327.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.99,69.64,2.52,0.612,7.16,3153.3,Critical,2,Service critical (>3000 hrs) - Service required
27.98,61.03,3.03,0.092,5.53,1567.6,Warning,1,Vibration in warning range (4-7 mm/s)
46.03,59.27,3.06,0.41,1.68,1624.5,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
47.05,88.15,3.06,0.103,0.91,1466.5,Normal,0,None
34.31,79.44,2.99,0.326,3.22,1832.2,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
32.03,88.46,3.34,0.11,0.36,646.3,Warning,1,Line pressure high warning (3.2-3.6 bar)
36.18,82,2.95,0.099,2.88,568.7,Normal,0,None
33.66,87.34,3.57,0.014,3.67,1352.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
31.29,65.84,2.57,0.19,2.16,876.5,Warning,1,Line pressure low warning (2.4-2.8 bar)
47.43,66.02,3.27,0.157,2.87,1835.2,Warning,1,Line pressure high warning (3.2-3.6 bar)
33.67,66.19,2.93,0.054,2.54,558,Normal,0,None
73.85,101.87,2.74,0.458,2.74,1082.6,Critical,2,Motor current critical (>70A)
47.5,93.61,2.78,0.272,3.44,1766.4,Warning,1,Oil temperature in warning range (90-105°C)
30.67,72.21,3.63,0.471,6.21,2108.9,Critical,2,Line pressure critically high (>3.6 bar)
56.14,87.69,3.01,0.013,3.89,437.5,Normal,0,None
43.33,70.26,3.03,0.069,4.02,126.6,Warning,1,Vibration in warning range (4-7 mm/s)
57.3,71.63,2.91,0.147,3.37,1198.1,Normal,0,None
25.34,88.85,2.99,0.151,2.84,1882.2,Normal,0,None
52.98,70.37,3.06,0.277,0.7,589.3,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
32.81,82.16,2.96,0.143,3.29,167.5,Normal,0,None
27.91,78.65,3.59,0.102,0.72,1000.6,Warning,1,Line pressure high warning (3.2-3.6 bar)
63.4,78.94,2.78,0.137,0.13,776.1,Warning,1,Motor current in warning range (60-70A)
68.01,85.18,3.11,0.042,0.17,355.7,Warning,1,Motor current in warning range (60-70A)
57.92,79.63,3.12,0.048,5.99,318.1,Warning,1,Vibration in warning range (4-7 mm/s)
45.59,87.97,2.59,0.59,5.2,3050.9,Critical,2,Service critical (>3000 hrs) - Service required
55.46,110.06,2.69,0.295,3.31,797.4,Critical,2,Oil temperature critical (>105°C)
38.48,85.45,3.1,0.044,2.91,934.9,Normal,0,None
53.21,85.8,2.89,0.131,3.52,1547.4,Normal,0,None
52.97,105.71,3.13,0.505,5.34,1003.4,Critical,2,Filter choking (High temperature + High ΔP)
56.71,60.78,2.99,0.771,7.13,2423.3,Critical,2,Filter choked (ΔP >0.5 bar)
55.84,85.54,2.88,0.154,4.06,2449.5,Warning,1,Service interval warning (2000-3000 hrs)
71.7,82.41,2.15,0,0.71,2120.6,Critical,2,Air leak/Airend wear (High current + Low pressure)
41.24,90.27,2.95,0.292,3.25,549.1,Warning,1,Filter differential pressure warning (0.2-0.5 bar)
34.05,80.3,3.29,0.157,1.12,1916.5,Warning,1,Line pressure high warning (3.2-3.6 bar)
40.35,69.85,3.14,0.06,3.49,175,Normal,0,None
67.32,107.58,3.29,0.694,5.62,1279.7,Critical,2,Filter choking (High temperature + High ΔP)
71.79,61.32,3.35,0.456,3.37,1245,Critical,2,Motor current critical (>70A)
47.69,79.45,3.47,0.699,4.92,3957,Critical,2,Service critical (>3000 hrs) - Service required
61.69,74.95,3.17,0.153,1.77,1013.3,Warning,1,Motor current in warning range (60-70A)
35.07,81.92,3.12,0.644,6.34,751.2,Critical,2,Filter choked (ΔP >0.5 bar)
36,88.42,2.03,0.402,5.98,10.9,Critical,2,Line pressure critically low (<2.4 bar)
44.68,71.77,3.16,0.165,2.45,1503.1,Normal,0,None
57.37,104.15,3.44,0.233,4.41,1735.5,Warning,1,Multiple parameters in warning range
63.68,91.83,2.54,0.211,9.77,815.6,Critical,2,Vibration critical (>7 mm/s)
32.59,59.75,2.83,0,3.1,1373.6,Normal,0,None
54.81,76.03,2.48,0.021,3.28,1965.7,Warning,1,Line pressure low warning (2.4-2.8 bar)
51.27,74.41,2.53,0.1,2.03,472,Warning,1,Line pressure low warning (2.4-2.8 bar)
27.71,75.92,2.89,0.252,2.31,2195,Warning,1,Service interval warning (2000-3000 hrs)
31.6,85.94,2.52,0.64,1.42,2856.9,Critical,2,Filter choked (ΔP >0.5 bar)
